0.0001 0.772911
0.0011 0.570874
0.0021 0.514934
0.0031 0.4812
0.0041 0.457052
0.0051 0.438293
0.0061 0.422999
0.0071 0.410126
0.0081 0.399043
0.0091 0.389339
0.0101 0.380731
0.0111 0.373016
0.0121 0.366044
0.0131 0.3597
0.0141 0.353895
0.0151 0.348557
0.0161 0.343628
0.0171 0.339061
0.0181 0.334816
0.0191 0.33086
0.0201 0.327165
0.0211 0.323706
0.0221 0.320464
0.0231 0.317418
0.0241 0.314554
0.0251 0.311857
0.0261 0.309314
0.0271 0.306916
0.0281 0.30465
0.0291 0.302509
0.0301 0.300483
0.0311 0.298566
0.0321 0.296751
0.0331 0.295032
0.0341 0.293402
0.0351 0.291857
0.0361 0.290391
0.0371 0.289001
0.0381 0.287682
0.0391 0.286429
0.0401 0.28524
0.0411 0.284111
0.0421 0.283039
0.0431 0.282021
0.0441 0.281055
0.0451 0.280136
0.0461 0.279264
0.0471 0.278436
0.0481 0.277649
0.0491 0.276902
0.0501 0.276193
0.0511 0.27552
0.0521 0.274881
0.0531 0.274274
0.0541 0.273699
0.0551 0.273153
0.0561 0.272635
0.0571 0.272144
0.0581 0.271678
0.0591 0.271237
0.0601 0.27082
0.0611 0.270424
0.0621 0.27005
0.0631 0.269697
0.0641 0.269362
0.0651 0.269047
0.0661 0.268749
0.0671 0.268467
0.0681 0.268203
0.0691 0.267953
0.0701 0.267718
0.0711 0.267498
0.0721 0.267291
0.0731 0.267097
0.0741 0.266916
0.0751 0.266746
0.0761 0.266588
0.0771 0.266441
0.0781 0.266304
0.0791 0.266177
0.0801 0.26606
0.0811 0.265952
0.0821 0.265852
0.0831 0.265762
0.0841 0.265679
0.0851 0.265604
0.0861 0.265536
0.0871 0.265476
0.0881 0.265422
0.0891 0.265375
0.0901 0.265335
0.0911 0.2653
0.0921 0.265271
0.0931 0.265248
0.0941 0.26523
0.0951 0.265217
0.0961 0.265209
0.0971 0.265206
0.0981 0.265207
0.0991 0.265213
0.1001 0.265223
0.1011 0.265236
0.1021 0.265254
0.1031 0.265276
0.1041 0.265301
0.1051 0.265329
0.1061 0.265361
0.1071 0.265396
0.1081 0.265433
0.1091 0.265474
0.1101 0.265518
0.1111 0.265564
0.1121 0.265613
0.1131 0.265664
0.1141 0.265718
0.1151 0.265774
0.1161 0.265832
0.1171 0.265892
0.1181 0.265955
0.1191 0.266019
0.1201 0.266085
0.1211 0.266153
0.1221 0.266222
0.1231 0.266294
0.1241 0.266367
0.1251 0.266441
0.1261 0.266517
0.1271 0.266594
0.1281 0.266673
0.1291 0.266753
0.1301 0.266834
0.1311 0.266916
0.1321 0.266999
0.1331 0.267084
0.1341 0.26717
0.1351 0.267256
0.1361 0.267344
0.1371 0.267432
0.1381 0.267521
0.1391 0.267612
0.1401 0.267703
0.1411 0.267794
0.1421 0.267887
0.1431 0.26798
0.1441 0.268074
0.1451 0.268168
0.1461 0.268264
0.1471 0.268359
0.1481 0.268455
0.1491 0.268552
0.1501 0.26865
0.1511 0.268747
0.1521 0.268846
0.1531 0.268944
0.1541 0.269043
0.1551 0.269143
0.1561 0.269242
0.1571 0.269343
0.1581 0.269443
0.1591 0.269544
0.1601 0.269645
0.1611 0.269746
0.1621 0.269848
0.1631 0.26995
0.1641 0.270052
0.1651 0.270154
0.1661 0.270257
0.1671 0.270359
0.1681 0.270462
0.1691 0.270565
0.1701 0.270668
0.1711 0.270772
0.1721 0.270875
0.1731 0.270978
0.1741 0.271082
0.1751 0.271186
0.1761 0.271289
0.1771 0.271393
0.1781 0.271497
0.1791 0.271601
0.1801 0.271705
0.1811 0.271809
0.1821 0.271913
0.1831 0.272017
0.1841 0.272121
0.1851 0.272225
0.1861 0.272329
0.1871 0.272433
0.1881 0.272537
0.1891 0.27264
0.1901 0.272744
0.1911 0.272848
0.1921 0.272952
0.1931 0.273055
0.1941 0.273159
0.1951 0.273263
0.1961 0.273366
0.1971 0.273469
0.1981 0.273573
0.1991 0.273676
0.2001 0.273779
0.2011 0.273882
0.2021 0.273985
0.2031 0.274088
0.2041 0.27419
0.2051 0.274293
0.2061 0.274395
0.2071 0.274498
0.2081 0.2746
0.2091 0.274702
0.2101 0.274804
0.2111 0.274906
0.2121 0.275007
0.2131 0.275109
0.2141 0.27521
0.2151 0.275312
0.2161 0.275413
0.2171 0.275514
0.2181 0.275614
0.2191 0.275715
0.2201 0.275816
0.2211 0.275916
0.2221 0.276016
0.2231 0.276116
0.2241 0.276216
0.2251 0.276315
0.2261 0.276415
0.2271 0.276514
0.2281 0.276613
0.2291 0.276712
0.2301 0.276811
0.2311 0.27691
0.2321 0.277008
0.2331 0.277106
0.2341 0.277204
0.2351 0.277302
0.2361 0.2774
0.2371 0.277497
0.2381 0.277595
0.2391 0.277692
0.2401 0.277789
0.2411 0.277886
0.2421 0.277982
0.2431 0.278079
0.2441 0.278175
0.2451 0.278271
0.2461 0.278367
0.2471 0.278462
0.2481 0.278558
0.2491 0.278653
0.2501 0.278748
0.2511 0.278843
0.2521 0.278937
0.2531 0.279032
0.2541 0.279126
0.2551 0.27922
0.2561 0.279314
0.2571 0.279408
0.2581 0.279501
0.2591 0.279595
0.2601 0.279688
0.2611 0.279781
0.2621 0.279873
0.2631 0.279966
0.2641 0.280058
0.2651 0.28015
0.2661 0.280242
0.2671 0.280334
0.2681 0.280425
0.2691 0.280517
0.2701 0.280608
0.2711 0.280699
0.2721 0.280789
0.2731 0.28088
0.2741 0.28097
0.2751 0.28106
0.2761 0.28115
0.2771 0.28124
0.2781 0.281329
0.2791 0.281419
0.2801 0.281508
0.2811 0.281597
0.2821 0.281685
0.2831 0.281774
0.2841 0.281862
0.2851 0.281951
0.2861 0.282038
0.2871 0.282126
0.2881 0.282214
0.2891 0.282301
0.2901 0.282388
0.2911 0.282475
0.2921 0.282562
0.2931 0.282649
0.2941 0.282735
0.2951 0.282821
0.2961 0.282907
0.2971 0.282993
0.2981 0.283079
0.2991 0.283164
0.3001 0.28325
0.3011 0.283335
0.3021 0.283419
0.3031 0.283504
0.3041 0.283589
0.3051 0.283673
0.3061 0.283757
0.3071 0.283841
0.3081 0.283925
0.3091 0.284008
0.3101 0.284092
0.3111 0.284175
0.3121 0.284258
0.3131 0.284341
0.3141 0.284423
0.3151 0.284506
0.3161 0.284588
0.3171 0.28467
0.3181 0.284752
0.3191 0.284834
0.3201 0.284915
0.3211 0.284996
0.3221 0.285078
0.3231 0.285159
0.3241 0.285239
0.3251 0.28532
0.3261 0.2854
0.3271 0.285481
0.3281 0.285561
0.3291 0.285641
0.3301 0.28572
0.3311 0.2858
0.3321 0.285879
0.3331 0.285959
0.3341 0.286038
0.3351 0.286116
0.3361 0.286195
0.3371 0.286274
0.3381 0.286352
0.3391 0.28643
0.3401 0.286508
0.3411 0.286586
0.3421 0.286664
0.3431 0.286741
0.3441 0.286818
0.3451 0.286895
0.3461 0.286972
0.3471 0.287049
0.3481 0.287126
0.3491 0.287202
0.3501 0.287279
0.3511 0.287355
0.3521 0.287431
0.3531 0.287506
0.3541 0.287582
0.3551 0.287657
0.3561 0.287733
0.3571 0.287808
0.3581 0.287883
0.3591 0.287958
0.3601 0.288032
0.3611 0.288107
0.3621 0.288181
0.3631 0.288255
0.3641 0.288329
0.3651 0.288403
0.3661 0.288477
0.3671 0.28855
