0.5 -1.45461e+08 0.698706 1.42519 -1.41849e+08 20381
0.51 -1.43358e+08 0.698706 1.42519 0.0 0.0
0.52 -1.41254e+08 0.698706 1.42519 0.0 0.0
0.53 -1.39151e+08 0.698706 1.42519 0.0 0.0
0.54 -1.37048e+08 0.698706 1.42519 0.0 0.0
0.55 -1.34944e+08 0.698706 1.42519 0.0 0.0
0.56 -1.32841e+08 0.698706 1.42519 0.0 0.0
0.57 -1.30737e+08 0.698706 1.42519 0.0 0.0
0.58 -1.28634e+08 0.698706 1.42519 0.0 0.0
0.59 -1.26531e+08 0.698706 1.42519 0.0 0.0
0.6 -1.24427e+08 0.698706 1.42519 -1.21864e+08 24457.2
0.61 -1.22324e+08 0.698706 1.42519 0.0 0.0
0.62 -1.20221e+08 0.698706 1.42519 0.0 0.0
0.63 -1.18117e+08 0.698706 1.42519 0.0 0.0
0.64 -1.16014e+08 0.698706 1.42519 0.0 0.0
0.65 -1.1391e+08 0.698706 1.42519 0.0 0.0
0.66 -1.11807e+08 0.698706 1.42519 0.0 0.0
0.67 -1.09704e+08 0.698706 1.42519 0.0 0.0
0.68 -1.076e+08 0.698706 1.42519 0.0 0.0
0.69 -1.05497e+08 0.698706 1.42519 0.0 0.0
0.7 -1.03393e+08 0.698706 1.42519 -1.01879e+08 28533.4
0.71 -1.0129e+08 0.698706 1.42519 0.0 0.0
0.72 -9.91866e+07 0.698706 1.42519 0.0 0.0
0.73 -9.70832e+07 0.698706 1.42519 0.0 0.0
0.74 -9.49798e+07 0.698706 1.42519 0.0 0.0
0.75 -9.28764e+07 0.698706 1.42519 0.0 0.0
0.76 -9.0773e+07 0.698706 1.42519 0.0 0.0
0.77 -8.86696e+07 0.698706 1.42519 0.0 0.0
0.78 -8.65662e+07 0.698706 1.42519 0.0 0.0
0.79 -8.44628e+07 0.698706 1.42519 0.0 0.0
0.8 -8.23594e+07 0.698706 1.42519 -8.18941e+07 32609.6
0.81 -8.0256e+07 0.698706 1.42519 0.0 0.0
0.82 -7.81526e+07 0.698706 1.42519 0.0 0.0
0.83 -7.60492e+07 0.698706 1.42519 0.0 0.0
0.84 -7.39459e+07 0.698706 1.42519 0.0 0.0
0.85 -7.18447e+07 0.698706 1.42519 0.0 0.0
0.86 -6.97469e+07 0.698706 1.42519 0.0 0.0
0.87 -6.76529e+07 0.698706 1.42519 0.0 0.0
0.88 -6.55676e+07 0.698706 1.42519 0.0 0.0
0.89 -6.34925e+07 0.698706 1.42519 0.0 0.0
0.9 -6.14278e+07 0.698706 1.42519 -6.1909e+07 36685.8
0.91 -5.93734e+07 0.698706 1.42519 0.0 0.0
0.92 -5.73292e+07 0.698706 1.42519 0.0 0.0
0.93 -5.52954e+07 0.698706 1.42519 0.0 0.0
0.94 -5.32718e+07 0.698706 1.42519 0.0 0.0
0.95 -5.12585e+07 0.698706 1.42519 0.0 0.0
0.96 -4.92556e+07 0.698706 1.42519 0.0 0.0
0.97 -4.72629e+07 0.698706 1.42519 0.0 0.0
0.98 -4.52805e+07 0.698706 1.42519 0.0 0.0
0.99 -4.33084e+07 0.698706 1.42519 0.0 0.0
1 -4.13465e+07 0.698706 1.42519 -4.19239e+07 40762
1.01 -3.9395e+07 0.698706 1.42519 0.0 0.0
1.02 -3.74538e+07 0.698706 1.42519 0.0 0.0
1.03 -3.55228e+07 0.698706 1.42519 0.0 0.0
1.04 -3.36022e+07 0.698706 1.42519 0.0 0.0
1.05 -3.16918e+07 0.698706 1.42519 0.0 0.0
1.06 -2.97917e+07 0.698706 1.42519 0.0 0.0
1.07 -2.7902e+07 0.698706 1.42519 0.0 0.0
1.08 -2.60225e+07 0.698706 1.42519 0.0 0.0
1.09 -2.41533e+07 0.698706 1.42519 0.0 0.0
1.1 -2.22944e+07 0.698706 1.42519 -2.19531e+07 44627.8
1.11 -2.04457e+07 0.698706 1.42519 0.0 0.0
1.12 -1.86074e+07 0.698706 1.42519 0.0 0.0
1.13 -1.67794e+07 0.698706 1.42519 0.0 0.0
1.14 -1.49616e+07 0.698706 1.42519 0.0 0.0
1.15 -1.31542e+07 0.698706 1.42519 0.0 0.0
1.16 -1.1357e+07 0.698706 1.42519 0.0 0.0
1.17 -9.57013e+06 0.698706 1.42519 0.0 0.0
1.18 -7.79355e+06 0.698706 1.42519 0.0 0.0
1.19 -6.02726e+06 0.698706 1.42519 0.0 0.0
1.2 -4.27126e+06 0.698706 1.42519 -3.46852e+06 38891.7
1.21 -2.52555e+06 0.698706 1.42519 0.0 0.0
1.22 -790132 0.698706 1.42519 0.0 0.0
1.23 873540 0.698706 1.42519 0.0 0.0
1.24 2.21825e+06 0.698706 1.42519 0.0 0.0
1.25 3.5416e+06 0.698706 1.42519 0.0 0.0
1.26 4.704e+06 0.698706 1.42519 0.0 0.0
1.27 5.64707e+06 0.698706 1.42519 0.0 0.0
1.28 6.54536e+06 0.698706 1.42519 0.0 0.0
1.29 7.39888e+06 0.698706 1.42519 0.0 0.0
1.3 8.20762e+06 0.698706 1.42519 8.56654e+06 24428
1.31 8.97158e+06 0.698706 1.42519 0.0 0.0
1.32 9.69076e+06 0.698706 1.42519 0.0 0.0
1.33 1.03652e+07 0.698706 1.42519 0.0 0.0
1.34 1.09948e+07 0.698706 1.42519 0.0 0.0
1.35 1.15796e+07 0.698706 1.42519 0.0 0.0
1.36 1.21197e+07 0.698706 1.42519 0.0 0.0
1.37 1.2615e+07 0.698706 1.42519 0.0 0.0
1.38 1.30655e+07 0.698706 1.42519 0.0 0.0
1.39 1.34712e+07 0.698706 1.42519 0.0 0.0
1.4 1.38322e+07 0.698706 1.42519 1.42034e+07 9417.57
1.41 1.41484e+07 0.698706 1.42519 0.0 0.0
1.42 1.44223e+07 0.698706 1.42519 0.0 0.0
1.43 1.46765e+07 0.698706 1.42519 0.0 0.0
1.44 1.49163e+07 0.698706 1.42519 0.0 0.0
1.45 1.51417e+07 0.698706 1.42519 0.0 0.0
1.46 1.53526e+07 0.698706 1.42519 0.0 0.0
1.47 1.55492e+07 0.698706 1.42519 0.0 0.0
1.48 1.57313e+07 0.698706 1.42519 0.0 0.0
1.49 1.5899e+07 0.698706 1.42519 0.0 0.0
1.5 1.60523e+07 0.698706 1.42519 1.49717e+07 1062.91
1.51 1.61912e+07 0.698706 1.42519 0.0 0.0
1.52 1.63156e+07 0.698706 1.42519 0.0 0.0
1.53 1.64257e+07 0.698706 1.42519 0.0 0.0
1.54 1.65213e+07 0.698706 1.42519 0.0 0.0
1.55 1.66025e+07 0.698706 1.42519 0.0 0.0
