0.001 -1 -0.8107836305
0.001 -0.99 -0.802172964
0.001 -0.98 -0.7935622975
0.001 -0.97 -0.7849516311
0.001 -0.96 -0.7763409646
0.001 -0.95 -0.7677302981
0.001 -0.94 -0.7591196316
0.001 -0.93 -0.7505089651
0.001 -0.92 -0.7418982986
0.001 -0.91 -0.7332876321
0.001 -0.9 -0.7246769656
0.001 -0.89 -0.7160662991
0.001 -0.88 -0.7074556326
0.001 -0.87 -0.6988449661
0.001 -0.86 -0.6902342996
0.001 -0.85 -0.6816236331
0.001 -0.84 -0.6730129666
0.001 -0.83 -0.6644023001
0.001 -0.82 -0.6557916336
0.001 -0.81 -0.6471809671
0.001 -0.8 -0.6385703006
0.001 -0.79 -0.6299596341
0.001 -0.78 -0.6213489676
0.001 -0.77 -0.6127383011
0.001 -0.76 -0.6041276346
0.001 -0.75 -0.5955169681
0.001 -0.74 -0.5869063016
0.001 -0.73 -0.5782956352
0.001 -0.72 -0.5696849687
0.001 -0.71 -0.5610743022
0.001 -0.7 -0.5524636357
0.001 -0.69 -0.5438529692
0.001 -0.68 -0.5352423027
0.001 -0.67 -0.5266316362
0.001 -0.66 -0.5180209697
0.001 -0.65 -0.5094103032
0.001 -0.64 -0.5007996367
0.001 -0.63 -0.4921889702
0.001 -0.62 -0.4835783037
0.001 -0.61 -0.4749676372
0.001 -0.6 -0.4663569707
0.001 -0.59 -0.4577463042
0.001 -0.58 -0.4491356377
0.001 -0.57 -0.4405249712
0.001 -0.56 -0.4319143047
0.001 -0.55 -0.4233036382
0.001 -0.54 -0.4146929717
0.001 -0.53 -0.4060823052
0.001 -0.52 -0.3974716387
0.001 -0.51 -0.3888609722
0.001 -0.5 -0.3802503057
0.001 -0.49 -0.3716396393
0.001 -0.48 -0.3630289728
0.001 -0.47 -0.3544183063
0.001 -0.46 -0.3458076398
0.001 -0.45 -0.3371969733
0.001 -0.44 -0.3285863068
0.001 -0.43 -0.3199756403
0.001 -0.42 -0.3113649738
0.001 -0.41 -0.3027543073
0.001 -0.4 -0.2941436408
0.001 -0.39 -0.2855329743
0.001 -0.38 -0.2769223078
0.001 -0.37 -0.2683116413
0.001 -0.36 -0.2597009748
0.001 -0.35 -0.2510903083
0.001 -0.34 -0.2424796418
0.001 -0.33 -0.2338689753
0.001 -0.32 -0.2252583088
0.001 -0.31 -0.2166476423
0.001 -0.3 -0.2080369758
0.001 -0.29 -0.1994263093
0.001 -0.28 -0.1908156428
0.001 -0.27 -0.1822049763
0.001 -0.26 -0.1735943098
0.001 -0.25 -0.1649836434
0.001 -0.24 -0.1563729769
0.001 -0.23 -0.1477623104
0.001 -0.22 -0.1391516439
0.001 -0.21 -0.1305409774
0.001 -0.2 -0.1219303109
0.001 -0.19 -0.1133278553
0.001 -0.18 -0.1047253997
0.001 -0.17 -0.09612294413
0.001 -0.16 -0.08752048855
0.001 -0.15 -0.07891803297
0.001 -0.14 -0.07031557738
0.001 -0.13 -0.0617131218
0.001 -0.12 -0.05311066622
0.001 -0.11 -0.04450821064
0.001 -0.1 -0.03590575506
0.001 -0.09 -0.02730329948
0.001 -0.08 -0.01870084389
0.001 -0.07 -0.01009838831
0.001 -0.06 -0.00149593273
0.001 -0.05 0.007106522852
0.001 -0.04 0.01570897843
0.001 -0.03 0.02431143402
0.001 -0.02 0.0329138896
0.001 -0.01 0.04151634518
0.001 7.528699886e-16 0.05011880076
0.001 0.01 0.05872125634
0.001 0.02 0.06732371192
0.001 0.03 0.07592616751
0.001 0.04 0.08452862309
0.001 0.05 0.09313107867
0.001 0.06 0.1017335343
0.001 0.07 0.1103359898
0.001 0.08 0.1189384454
0.001 0.09 0.127540901
0.001 0.1 0.1361433566
0.001 0.11 0.1447458122
0.001 0.12 0.1533482677
0.001 0.13 0.1619507233
0.001 0.14 0.1705531789
0.001 0.15 0.1791556345
0.001 0.16 0.1877580901
0.001 0.17 0.1963605457
0.001 0.18 0.2049630012
0.001 0.19 0.2135654568
0.001 0.2 0.2221679124
0.001 0.21 0.230770368
0.001 0.22 0.2393728236
0.001 0.23 0.2479752791
0.001 0.24 0.2565777347
0.001 0.25 0.2651801903
0.001 0.26 0.2737826459
0.001 0.27 0.2823851015
0.001 0.28 0.2909875571
0.001 0.29 0.2995900126
0.001 0.3 0.3081924682
0.001 0.31 0.3167949238
0.001 0.32 0.3253973794
0.001 0.33 0.333999835
0.001 0.34 0.3426022905
0.001 0.35 0.3512047461
0.001 0.36 0.3598072017
0.001 0.37 0.3684096573
0.001 0.38 0.3770121129
0.001 0.39 0.3856145685
0.001 0.4 0.394217024
0.001 0.41 0.4028194796
0.001 0.42 0.4114219352
0.001 0.43 0.4200243908
0.001 0.44 0.4286268464
0.001 0.45 0.4372293019
0.001 0.46 0.4458317575
0.001 0.47 0.4544342131
0.001 0.48 0.4630366687
0.001 0.49 0.4716391243
0.001 0.5 0.4802415799
0.001 0.51 0.4888440354
0.001 0.52 0.497446491
0.001 0.53 0.5060489466
0.001 0.54 0.5146514022
0.001 0.55 0.5232538578
0.001 0.56 0.5318563133
0.001 0.57 0.5404587689
