0 0.1 -0.05 0 0.00081137 1.3689e-07 0
0 0.1 -0.05 0.010472 0.0042662 9.1531e-08 0.26482
0 0.1 -0.05 0.015472 0.0082653 7.8757e-08 0.22231
0 0.1 -0.05 0.020472 0.014811 8.5794e-08 0.19486
0 0.1 -0.05 0.025472 0.024668 1.157e-07 0.17516
0 0.1 -0.05 0.027972 0.030974 5.7638e-08 0.16693
0 0.1 -0.05 0.030472 0.038401 -1.6193e-07 0.1601
0 0.1 -0.05 0.032972 0.03099 -1.8694e-07 0.15355
0 0.1 -0.05 0.035472 0.024699 -2.1078e-07 0.14807
0 0.1 -0.05 0.040472 0.014862 -2.477e-07 0.13819
0 0.1 -0.05 0.045472 0.0083242 -2.6635e-07 0.12987
0 0.1 -0.05 0.050472 0.0043201 -2.6149e-07 0.12274
0 0.1 -0.01 0 0.00076561 1.4335e-07 0
0 0.1 -0.01 0.010472 0.0041489 -4.7373e-08 0.26278
0 0.1 -0.01 0.015472 0.0081365 -4.7228e-08 0.22104
0 0.1 -0.01 0.020472 0.014696 -1.3181e-08 0.19411
0 0.1 -0.01 0.025472 0.024593 4.9606e-08 0.17479
0 0.1 -0.01 0.027972 0.031009 1.3157e-07 0.16709
0 0.1 -0.01 0.030472 0.038384 -1.308e-07 0.16003
0 0.1 -0.01 0.032972 0.031087 -1.81e-07 0.15395
0 0.1 -0.01 0.035472 0.02474 -2.1814e-07 0.14825
0 0.1 -0.01 0.040472 0.014945 -2.9774e-07 0.13856
0 0.1 -0.01 0.045472 0.0084219 -3.5504e-07 0.13041
0 0.1 -0.01 0.050472 0.0044102 -3.7961e-07 0.12343
0 0.1 0 0 0.00075655 1.4382e-07 0
0 0.1 0 0.010472 0.0041362 1.9114e-09 0.26256
0 0.1 0 0.015472 0.0081173 -6.9775e-08 0.22085
0 0.1 0 0.020472 0.014674 -8.6336e-08 0.19397
0 0.1 0 0.025472 0.024576 -2.5148e-08 0.17471
0 0.1 0 0.027972 0.031025 1.2939e-07 0.16716
0 0.1 0 0.030472 0.038381 -9.6822e-08 0.16001
0 0.1 0 0.032972 0.031118 -1.79e-07 0.15408
0 0.1 0 0.035472 0.024756 -2.2836e-07 0.14831
0 0.1 0 0.040472 0.014979 -3.1572e-07 0.13872
0 0.1 0 0.045472 0.0084668 -3.3513e-07 0.13066
0 0.1 0 0.050472 0.0044562 -3.0022e-07 0.12377
0 0.1 0.01 0 0.00073928 1.4441e-07 0
0 0.1 0.01 0.010472 0.0041077 8.7878e-08 0.26205
0 0.1 0.01 0.015472 0.0080859 7.1557e-08 0.22054
0 0.1 0.01 0.020472 0.014646 4.1574e-08 0.19379
0 0.1 0.01 0.025472 0.024558 6.4218e-08 0.17462
0 0.1 0.01 0.027972 0.030982 1.2723e-07 0.16697
0 0.1 0.01 0.030472 0.038377 -1.3221e-07 0.15999
0 0.1 0.01 0.032972 0.03109 -1.7659e-07 0.15396
0 0.1 0.01 0.035472 0.024766 -2.0811e-07 0.14835
0 0.1 0.01 0.040472 0.014998 -2.5253e-07 0.1388
0 0.1 0.01 0.045472 0.0084896 -2.5954e-07 0.13078
0 0.1 0.01 0.050472 0.0044773 -2.5902e-07 0.12393
0 0.1 0.05 0 0.0006922 1.4245e-07 0
0 0.1 0.05 0.010472 0.0039883 -4.416e-08 0.25994
0 0.1 0.05 0.015472 0.0079477 -1.0942e-07 0.21918
0 0.1 0.05 0.020472 0.014526 -4.327e-08 0.19301
0 0.1 0.05 0.025472 0.024484 3.4821e-08 0.17425
0 0.1 0.05 0.027972 0.030935 1.1254e-07 0.16675
0 0.1 0.05 0.030472 0.038361 -1.1118e-07 0.15992
0 0.1 0.05 0.032972 0.031102 -1.6232e-07 0.15401
0 0.1 0.05 0.035472 0.024803 -1.8698e-07 0.14851
0 0.1 0.05 0.040472 0.015068 -2.6697e-07 0.13912
0 0.1 0.05 0.045472 0.0085686 -3.4422e-07 0.13122
0 0.1 0.05 0.050472 0.0045581 -3.3218e-07 0.12453
0.2 0.1 -0.05 0 0.00081065 1.2126e-07 0
0.2 0.1 -0.05 0.010472 0.0042647 7.7808e-08 0.26479
0.2 0.1 -0.05 0.015472 0.0082637 6.6055e-08 0.22229
0.2 0.1 -0.05 0.020472 0.014809 7.4124e-08 0.19485
0.2 0.1 -0.05 0.025472 0.024667 1.0507e-07 0.17516
0.2 0.1 -0.05 0.027972 0.030974 4.7567e-08 0.16693
