0.001 -1 -0.8109312116
0.001 -0.99 -0.8023207094
0.001 -0.98 -0.7937102072
0.001 -0.97 -0.785099705
0.001 -0.96 -0.7764892028
0.001 -0.95 -0.7678787006
0.001 -0.94 -0.7592681984
0.001 -0.93 -0.7506576962
0.001 -0.92 -0.742047194
0.001 -0.91 -0.7334366918
0.001 -0.9 -0.7248261896
0.001 -0.89 -0.7162156873
0.001 -0.88 -0.7076051851
0.001 -0.87 -0.6989946829
0.001 -0.86 -0.6903841807
0.001 -0.85 -0.6817736785
0.001 -0.84 -0.6731631763
0.001 -0.83 -0.6645526741
0.001 -0.82 -0.6559421719
0.001 -0.81 -0.6473316697
0.001 -0.8 -0.6387211675
0.001 -0.79 -0.6301106653
0.001 -0.78 -0.6215001631
0.001 -0.77 -0.6128896609
0.001 -0.76 -0.6042791587
0.001 -0.75 -0.5956686565
0.001 -0.74 -0.5870581543
0.001 -0.73 -0.5784476521
0.001 -0.72 -0.5698371499
0.001 -0.71 -0.5612266477
0.001 -0.7 -0.5526161455
0.001 -0.69 -0.5440056433
0.001 -0.68 -0.535395141
0.001 -0.67 -0.5267846388
0.001 -0.66 -0.5181741366
0.001 -0.65 -0.5095636344
0.001 -0.64 -0.5009531322
0.001 -0.63 -0.49234263
0.001 -0.62 -0.4837321278
0.001 -0.61 -0.4751216256
0.001 -0.6 -0.4665111234
0.001 -0.59 -0.4579006212
0.001 -0.58 -0.449290119
0.001 -0.57 -0.4406796168
0.001 -0.56 -0.4320691146
0.001 -0.55 -0.4234586124
0.001 -0.54 -0.4148481102
0.001 -0.53 -0.406237608
0.001 -0.52 -0.3976271058
0.001 -0.51 -0.3890166036
0.001 -0.5 -0.3804061014
0.001 -0.49 -0.3717955992
0.001 -0.48 -0.363185097
0.001 -0.47 -0.3545745948
0.001 -0.46 -0.3459640925
0.001 -0.45 -0.3373535903
0.001 -0.44 -0.3287430881
0.001 -0.43 -0.3201325859
0.001 -0.42 -0.3115220837
0.001 -0.41 -0.3029115815
0.001 -0.4 -0.2943010793
0.001 -0.39 -0.2856905771
0.001 -0.38 -0.2770800749
0.001 -0.37 -0.2684695727
0.001 -0.36 -0.2598590705
0.001 -0.35 -0.2512485683
0.001 -0.34 -0.2426380661
0.001 -0.33 -0.2340275639
0.001 -0.32 -0.2254170617
0.001 -0.31 -0.2168065595
0.001 -0.3 -0.2081960573
0.001 -0.29 -0.1995855551
0.001 -0.28 -0.1909750529
0.001 -0.27 -0.1823645507
0.001 -0.26 -0.1737540485
0.001 -0.25 -0.1651435463
0.001 -0.24 -0.156533044
0.001 -0.23 -0.1479225418
0.001 -0.22 -0.1393120396
0.001 -0.21 -0.1307015374
0.001 -0.2 -0.1220910352
0.001 -0.19 -0.113480533
0.001 -0.18 -0.1048700308
0.001 -0.17 -0.09625952862
0.001 -0.16 -0.08764902641
0.001 -0.15 -0.07903852421
0.001 -0.14 -0.070428022
0.001 -0.13 -0.0618175198
0.001 -0.12 -0.05320701759
0.001 -0.11 -0.04459651539
0.001 -0.1 -0.03598601318
0.001 -0.09 -0.02737551098
0.001 -0.08 -0.01876500877
0.001 -0.07 -0.01015450657
0.001 -0.06 -0.001544004365
0.001 -0.05 0.00706649784
0.001 -0.04 0.01567700004
0.001 -0.03 0.02428750225
0.001 -0.02 0.03289800445
0.001 -0.01 0.04150850666
0.001 7.528699886e-16 0.05011900886
0.001 0.01 0.05872951107
0.001 0.02 0.06734001327
0.001 0.03 0.07595051548
0.001 0.04 0.08456101768
0.001 0.05 0.09317151989
0.001 0.06 0.1017820221
0.001 0.07 0.1103925243
0.001 0.08 0.1190030265
0.001 0.09 0.1276135287
0.001 0.1 0.1362240309
0.001 0.11 0.1448345331
0.001 0.12 0.1534450353
0.001 0.13 0.1620555375
0.001 0.14 0.1706660397
0.001 0.15 0.1792765419
0.001 0.16 0.1878870441
0.001 0.17 0.1964975463
0.001 0.18 0.2051080485
0.001 0.19 0.2137185507
0.001 0.2 0.222329053
0.001 0.21 0.2309395552
0.001 0.22 0.2395500574
0.001 0.23 0.2481605596
0.001 0.24 0.2567710618
0.001 0.25 0.265381564
0.001 0.26 0.2739920662
0.001 0.27 0.2826025684
0.001 0.28 0.2912130706
0.001 0.29 0.2998235728
0.001 0.3 0.308434075
0.001 0.31 0.3170445772
0.001 0.32 0.3256550794
0.001 0.33 0.3342655816
0.001 0.34 0.3428760838
0.001 0.35 0.351486586
0.001 0.36 0.3600970882
0.001 0.37 0.3687075904
0.001 0.38 0.3773180926
0.001 0.39 0.3859285948
0.001 0.4 0.394539097
