0.0001 1.11538 0.0324441 0.57257 -282.575 1.32019 0.0324675 0.429553 -1484.04 0 0.0332855 0.0164484 -17929.3 0.000807188 0.000807188 0.925919 0.032421 0.783145 73.0783 0 0 0 0 
0.0002 1.04257 0.0323854 0.599722 -223.429 1.18846 0.0324202 0.507902 -581.619 0 0.0332657 0.321707 -1937.35 0.00125315 0.00125315 0.868217 0.0323427 0.782545 7.1881 0 0 0 0 
0.0003 0.995194 0.0323244 0.618307 -161.231 1.11196 0.032367 0.551997 -362.161 0 0.0332266 0.447345 -945.197 0.0016113 0.0016113 0.832168 0.0322645 0.781832 6.35893 0 0 0 0 
0.0004 0.959561 0.0322619 0.632376 -125.756 1.05791 0.0323102 0.58198 -258.218 0 0.033178 0.518978 -581.056 0.00191965 0.00191965 0.805613 0.0321863 0.781278 4.98713 1.62693 0 0 0 
0.0005 0.930808 0.0321981 0.643655 -102.731 1.01612 0.0322508 0.604311 -197.789 0 0.0331236 0.566285 -400.656 0.0021942 0.0021942 0.784437 0.0321082 0.780794 4.91516 1.33906 0 0 0 
0.0006 0.906614 0.0321332 0.653033 -86.5356 0.982049 0.0321895 0.621874 -158.492 0 0.0330651 0.600292 -296.211 0.0024436 0.0024436 0.766758 0.0320302 0.780294 5.01557 1.20966 0 0 0 
0.0007 0.885679 0.0320675 0.66103 -74.5054 0.953295 0.0321266 0.636201 -131.027 0 0.0330038 0.626129 -229.539 0.00267324 0.00267324 0.751541 0.0319522 0.779799 4.85294 1.12618 0 0 0 
0.0008 0.867197 0.032001 0.667979 -65.2095 0.928423 0.0320623 0.648198 -110.835 0 0.0329401 0.646541 -184.009 0.00288674 0.00288674 0.738156 0.0318742 0.779323 4.68756 1.06511 1.51415 0 0 
0.0009 0.85063 0.0319339 0.674103 -57.808 0.90651 0.031997 0.658446 -95.4175 0 0.0328746 0.663141 -151.336 0.0030867 0.0030867 0.726188 0.0317963 0.778858 4.62902 1.01729 1.34861 0 0 
0.001 0.835605 0.0318662 0.679563 -51.7744 0.886928 0.0319307 0.667336 -83.2969 0 0.0328076 0.676945 -126.981 0.00327505 0.00327505 0.715352 0.0317184 0.778397 4.58323 0.978231 1.24908 0 0 
0.0011 0.821847 0.031798 0.684475 -46.7613 0.869228 0.0318636 0.675145 -73.5424 0 0.0327393 0.68863 -108.27 0.00345328 0.00345328 0.70544 0.0316406 0.777941 4.53042 0.945347 1.17782 0 0 
0.0012 0.809152 0.0317294 0.688928 -42.5303 0.853081 0.0317957 0.682074 -65.5404 0 0.0326699 0.698665 -93.5379 0.00362259 0.00362259 0.696299 0.0315628 0.777491 4.48455 0.917048 1.12249 0 0 
0.0013 0.797361 0.0316603 0.692991 -38.9119 0.838236 0.0317272 0.688275 -58.8701 0 0.0325996 0.707385 -81.7009 0.00378393 0.00378393 0.687811 0.0314851 0.777044 4.45329 0.892276 1.07742 0 0 
0.0014 0.786348 0.0315908 0.696719 -35.7823 0.824498 0.0316581 0.693865 -53.234 0 0.0325284 0.715041 -72.0254 0.0039381 0.0039381 0.679883 0.0314074 0.7766 4.42645 0.870295 1.0395 0 0 
0.0015 0.776014 0.0315209 0.700154 -33.0491 0.811714 0.0315884 0.698935 -48.4159 1.70233 0.0324566 0.721818 -64.0001 0.00408576 0.00408576 0.672442 0.0313298 0.776159 4.40425 0.850573 1.00685 0 0 
0.0016 0.766275 0.0314508 0.703334 -30.6418 0.799759 0.0315183 0.703559 -44.2552 1.48468 0.0323841 0.727862 -57.2585 0.00422747 0.00422747 0.665427 0.0312522 0.775719 4.38566 0.832716 0.97826 0 0 
0.0017 0.757066 0.0313803 0.706287 -28.5055 0.788533 0.0314477 0.707795 -40.6301 1.36944 0.032311 0.733287 -51.5324 0.00436371 0.00436371 0.658789 0.0311747 0.775281 4.3717 0.816419 0.952866 0 0 
0.0018 0.748328 0.0313095 0.709039 -26.5972 0.777952 0.0313767 0.711692 -37.4467 1.28965 0.0322375 0.738182 -46.621 0.0044949 0.0044949 0.652487 0.0310971 0.774845 4.36042 0.801448 0.930061 0 0 
0.0019 0.740015 0.0312385 0.71161 -24.8823 0.767944 0.0313054 0.715291 -34.6315 1.22839 0.0321634 0.742622 -42.3718 0.00462141 0.00462141 0.646487 0.0310197 0.774409 4.35212 0.787614 0.909395 0 0 
0.002 0.732084 0.0311672 0.714018 -23.3331 0.758452 0.0312337 0.718624 -32.1262 1.17864 0.032089 0.746665 -38.6668 0.00474355 0.00474355 0.640758 0.0309423 0.773974 4.34605 0.774768 0.890519 0 0 
0.0021 0.724502 0.0310957 0.716279 -21.9267 0.749425 0.0311617 0.72172 -29.884 1.13677 0.0320141 0.750363 -35.4137 0.00486161 0.00486161 0.635276 0.0308649 0.77354 4.3423 0.762784 0.873166 0 0 
0.0022 0.717237 0.0310239 0.718405 -20.6443 0.740818 0.0310894 0.724604 -27.8668 1.10066 0.0319389 0.753755 -32.5394 0.00497584 0.00497584 0.630018 0.0307876 0.773106 4.34039 0.751561 0.857123 0 0 
0.0023 0.710263 0.030952 0.72041 -19.4703 0.732595 0.0310168 0.727297 -26.0436 1.06893 0.0318634 0.756876 -29.985 0.00508647 0.00508647 0.624966 0.0307103 0.772672 4.34021 0.741012 0.842214 0 0 
0.0024 0.703557 0.0308799 0.722301 -18.3915 0.724722 0.0309439 0.729816 -24.3885 1.04066 0.0317875 0.759756 -27.703 0.0051937 0.0051937 0.620104 0.030633 0.772238 4.3416 0.731067 0.828301 0 0 
0.0025 0.697098 0.0308075 0.724089 -17.3968 0.717171 0.0308708 0.732177 -22.88 1.0152 0.0317114 0.76242 -25.6545 0.00529771 0.00529771 0.615415 0.0305558 0.771804 4.34435 0.721662 0.815266 0 0 
0.0026 0.690868 0.030735 0.725782 -16.4768 0.709916 0.0307975 0.734394 -21.5001 0.992046 0.0316351 0.76489 -23.8075 0.00539868 0.00539868 0.610888 0.0304787 0.771369 4.34846 0.712746 0.80301 0 0 
0.0027 0.684851 0.0306624 0.727386 -15.6234 0.702935 0.0307239 0.736479 -20.2336 0.970836 0.0315584 0.767185 -22.1353 0.00549676 0.00549676 0.60651 0.0304015 0.770934 4.35364 0.704272 0.791451 0 0 
0.0028 0.679031 0.0305896 0.728907 -14.8296 0.696207 0.0306502 0.738443 -19.0674 0.951281 0.0314816 0.76932 -20.6155 0.00559209 0.00559209 0.602272 0.0303245 0.770498 4.36 0.696201 0.780519 0 0 
0.0029 0.673396 0.0305166 0.730353 -14.0893 0.689716 0.0305762 0.740294 -17.9905 0.933152 0.0314046 0.77131 -19.2293 0.00568479 0.00568479 0.598163 0.0302474 0.770062 4.36724 0.688499 0.770153 0 0 
